4	Hydroxy-alpha-sanshool activates TRPV1 and TRPA1 in sensory neurons.Sanshools are major active ingredients of Zanthoxylum piperitum and are used as food additives in East Asia. Sanshools cause irritant, tingling and sometimes paresthetic sensations on the tongue. However, the molecular mechanism underlying the pungent or tingling sensation induced by sanshools is not known. Because many transient receptor potential (TRP) channels are responsible for the sensations induced by various spices and food additives, we expressed 17 TRP channels in human embryonic kidney (HEK) cells and investigated their activation by hydroxy-alpha-sanshool (HalphaSS) or hydroxy-beta-sanshool (HbetaSS) isolated from Zanthoxylum piperitum. It was found that HalphaSS, but not HbetaSS, depolarized sensory neurons with concomitant firing of action potentials and evoked inward currents. Among 17 TRP channels expressed in HEK cells, HalphaSS caused Ca(2+) influx in cells transfected with TRPV1 or TRPA1, and evoked robust inward currents in cells transfected with TRPV1 or TRPA1. In primary cultured sensory neurons, HalphaSS induced inward currents and Ca(2+) influx in a capsazepine-dependent manner. Moreover, HalphaSS-induced currents and Ca(2+) influx were greatly diminished in TRPV1(-/-) mice. HalphaSS evoked licking behavior when injected into a single hind paw of wild-type mice, but this was much reduced in TRPV1-deficient mice. These results indicate that TRPV1 and TRPA1 are molecular targets of HalphaSS in sensory neurons. We conclude that the activations of TRPV1 and TRPA1 by HalphaSS explain its unique pungent, tingling sensation.	TRPV1 sensations
2	Secondary metabolites from the root wood of Zanthoxylum wutaiense and their antitubercular activity.Bioassay-guided fractionation of the root wood of Zanthoxylum wutaiense led to the isolation of five new compounds, wutaipyranol A (1), 8-methoxywutaipyranol A (2), demethoxywutaiensal (3), demethoxywutaiensol (4), and dihydrodemethoxywutaiensol (5), together with six known compounds. Their structures were elucidated by 1D- and 2D-NMR, as well as MS analyses. Among the isolates, wutaipyranol A (1), 8-methoxywutaipyranol A (2), and demethoxywutaiensal (3) exhibited antitubercular activities against Mycobacterium tuberculosis H(37) Rv in vitro, with MIC values of 52.4, 55.6, and 45.8 mug/ml, respectively.	zanthoxylum wutaiense dihydrodemethoxywutaiensol
1	The Use of Essential Oils and Their Isolated Compounds for the Treatment of Oral Candidiasis: A Literature Review.In this literature review, we present the main scientific findings on the antifungal activity of essential oils (EOs) applicable for a new drug formulation to treat oral candidiasis. Seven literature databases were systematically searched for eligible in vitro and clinical trials. Selected articles were screened for biological activity, botanical species, phytochemical composition, study design, and methodological quality. A total of 26 articles were included in the review, of which 21 were in vitro studies and 5 clinical trials. The most promising EOs were obtained from Allium tubeorosum, Cinnamomum cassia, Cinnamomum zeylanicum, and Coriandrum sativum L. Among the phytochemicals, citral and thymol were the most active. Clinical trials indicated that the EOs from Pelargonium graveolens and Zataria multiflora are potentially effective to treat oral candidiasis. Further nonclinical and clinical studies with these EO are warranted to determine their potential use and safety for the treatment of oral candidiasis.	zataria multiflora EOs
3	Total flavone of Abelmoschus manihot ameliorates Crohn's disease by regulating the NF-kappaB and MAPK signaling pathways.Crohn's disease (CD) is a chronic relapsing form of inflammatory bowel disease, and its pathogenesis remains unknown. Total flavone of Abelmoschus manihot L. Medic (TFA), has been used as anti-inflammatory and myocardial ischemia protective drug. The present study aimed to explore the effects of TFA on CD and its underlying mechanism. We reported that TFA comprises eight flavone glycosides, including quercetin-3-O-robinobioside, gossypetin-3-O-glucoside, quercetin-3'-O-glucoside, isoquercetin, hyperoside, myricetin, gossypetin and quercetin. In vivo, TFA promoted the survival of 2,4,6-trinitrobenzene sulfonic acid (TNBS)-induced colitis in mice, decreased weight loss and increased colon length in a dose-dependent manner. Additionally, TFA notably ameliorated the inflammatory response in mice with TNBS-induced colitis as determined by histopathological analysis. In addition, the administration of TFA in mice with TNBS-induced colitis led to a significant decrease in the levels of cytokines in the sera and colon tissues; a significant decrease myeloperoxidase activity in the colon tissues was also observed. These findings may be associated with the suppression of the nuclear factor-kappaB (NF-kappaB) and mitogen-activated protein kinase (MAPK) signaling pathways. In vitro, TFA significantly downregulated the expression of cytokines in lipopolysaccharide (LPS)-induced RAW264.7 cells. In addition, TFA suppressed LPS-induced activation of the NF-kappaB and MAPK signaling pathways in RAW264.7 cells. Our findings indicated that TFA could suppress the inflammatory response in mice with TNBS-induced colitis via inhibition of the NF-kappaB and MAPK signaling pathways. The results of the present study may improve understanding of the function of TFA and provide a novel theoretical basis for the treatment of CD.	flavone crohn's disease
1	[Studies on chemical constituents in stems of Zanthoxylum dissitum].OBJECTIVE: To study the chemical constituents from the stems of Zanthoxylum dissitum. METHOD: Column chromatography on macroporous resin and silica gel, and spectral analysis were used to isolate and elucidate the constituents. RESULT: Seven compounds were isolated and identified as 5,8-dimethoxyethane-3,4-epoxy-furanocoumarin (1), isoimpinellin (2), beta-sitosterol (3), lupeol (4), neohesperidin (5), beta-daucosterol (6), ursolic acid (7). CONCLUSION: All above the compounds were isolated from the plant for the first time and the compound 1 is a new compound.	zanthoxylum dissitum ursolic acid
3	Pretreatment with the total flavone glycosides of Flos Abelmoschus manihot and hyperoside prevents glomerular podocyte apoptosis in streptozotocin-induced diabetic nephropathy.Diabetic nephropathy (DN) is an important diabetic complication, and podocyte apoptosis plays a critical role in the development of DN. In the present study, we examined the preventive effect of the total flavone glycosides of Flos Abelmoschus manihot (TFA) on urinary microalbumin and glomerular podocyte apoptosis in experimental DN rats. The preliminary oral administration of TFA (200 mg/kg/day) for 24 weeks significantly decreased the urinary microalbumin to creatinine ratio and 24-h urinary total protein in streptozotocin-induced DN rats. Terminal deoxynucleotidyl transferase-mediated dUTP nick end-labeling assay indicated glomerular cell apoptosis in DN rats was significantly improved by pretreatment with TFA. Furthermore, fluorescence-activated cell sorting and Hoechst 33342 staining suggested preincubation with hyperoside (50 and 200 mug/mL), the major active constituent of TFA, could significantly mitigate cultured podocyte apoptosis induced by the advanced glycation end-products (AGEs). Western blot analysis showed that increased caspase-3 and caspase-8 expressions induced by AGEs were also inhibited by pretreatment with hyperoside at both doses. Our results demonstrate that TFA pretreatment can decrease urinary albumin excretion in early-stage DN, which might be accomplished by preventing renal damage and podocyte apoptosis.	flavone glycosides renal damage
3	Miscellaneous terpenoid constituents of Abies nephrolepis and their moderate cytotoxic activities.Three monoterpenoids and two triterpenoids were isolated from Abies nephrolepis together with 53 known terpenoids. The structures of the compounds were established by 1D and 2D NMR spectroscopy. The absolute configuration of 3-hydroxycamphane-2-carboxylic acid was established as (1S,2R,3S,4R) by Cu-Kalpha X-ray crystallography. All 58 isolates were tested for cytotoxic activity against four tumor cells viz. A549 (human lung adenocarcinoma), Colo205 (colon adenocarcinoma), QGY-7703 (human hepatoma) and THP-1 (human monocytic leukemia). alpha-Cadinol exhibited the best effects on A549, Colo205 and QGY-7703 with IC(50) values of 8.6, 8.1 and 4.6 mug/mL, respectively.	alpha-Cadinol lung adenocarcinoma
1	Structural characterization of polysaccharides from Zizyphus jujuba and evaluation of antioxidant activity.Fruit of Zizyphus jujuba Mill, a traditional Chinese herb widely consumed in Asian countries, has been reported to possess several vital biological activities. This study intends to develop an appropriate analytical method for isolation of polysaccharides from Z. jujuba fruits and evaluate their antioxidant activity. Initially, powdered Z. jujuba fruits were subjected to hot water extraction, followed by ethanol precipitation, deproteination, dialysis and fractionation in a DEAE-Sepharose CL-6B column. One neutral polysaccharide fraction (ZJPN) and 3 acidic polysaccharide fractions (ZJPa1, ZJPa2 and ZJPa3) were isolated with the average MW ranging from 40,566 to 129,518 Da. GC analysis revealed that 6 monosaccharides, namely, rhamnose, arabinose, xylose, mannose, glucose and galactose were present in polysaccharide fractions. The galacturonic acid content in polysaccharide fractions followed the order: ZJPa3&gt;ZJPa2&gt;ZJPa1&gt;ZJPN. All the 4 polysaccharide fractions were found to be more effective in scavenging superoxide anions than hydroxyl radicals, while acidic polysaccharides showed a more pronounced effect in chelating ferrous ion.	z. jujuba mannose
4	Differential antiproliferation effect of 2'-benzoyloxycinnamaldehyde in K-ras-transformed cells via downregulation of thiol antioxidants.2'-Benzoyloxycinnamaldehyde (BCA), one of the derivatives of 2'-hydroxycinnamaldehyde (HCA) isolated from the bark of Cinnamomum cassia, induces apoptosis in human cancer cells. We found that BCA induces stronger antiproliferative effects in K-ras-transformed cells (RK3E-ras) than in isogenic non-transformed cells (RK3E). Treatment of RK3E-ras with BCA resulted in increased ROS generation and depletion of intracellular glutathione, whereas BCA-treated RK3E showed no significant increase in the ROS level with concurrent increase in intracellular glutathione (GSH). Thiol antioxidants recovered cell proliferation inhibition caused by BCA in both cell lines, while non-thiol antioxidants failed to recover cell death. BCA decreased metallothionein (MT) expression in RK3E-ras, while inducing remarkable MT expression in RK3E. The increase of intracellular GSH in RK3E is partially caused by differential induction of gamma-glutamylcysteine synthetase (gamma-GCS) due to BCA treatment. To evaluate the upstream pathway for differential expression of gamma-GCS and MT, we analyzed early DJ-1 (PARK7) and NF-E2 p45-related factor 2 (Nrf2) changes after BCA treatment. In RK3E, DJ-1 expression considerably increased for 3 h with concurrent induction of Nrf2, whereas in RK3E-ras cells BCA decreased these protein levels. Based on these findings, it seems that the therapeutic selectivity of BCA in RK3E-ras results from decreased thiol antioxidants via decreased DJ-1 and Nrf2 expression.	Nrf2 cancer
2	Large-scale and effective screening of Korean medicinal plants for inhibitory activity on matrix metalloproteinase-9.Matrix metalloproteinase-9 (MMP-9) degrades type IV collagen constituting the major structural component of the basement membrane and extra cellular membrane. The enzymatic activity is found to be elevated in tumor tissues. With the aim of finding novel MMP-9 inhibitors from natural products, 87 extracts of oriental medicinal herbs, which are used as prescriptions for cancer treatment in traditional Korean medicine, were screened for their inhibitory activities towards MMP-9. It was found that most of the hexane and chloroform fractions as well as water extracts showed a weak inhibitory effect on MMP-9 activity at a concentration of 100mug/ml. However, a strong inhibition was found in the butanol fractions of Cinnamomum cassia PRESL, Magnolia obovata THUEB., Magnolia officinalis REHD. et WILS., Magnolia officinalis REHD. et WILS. var. biloba REHD. et WILS., and Euonymus alatus (THUNB.) SIEB. with inhibitory activity (&gt;90%) at a concentration of 100 microg/ml.	euonymus alatus cancer
1	Zantholic acid, a new monoterpenoid from Zanthoxylum zanthoxyloides.From the extract of Zanthoxylum zanthoxyloides fruits, a new menthane monoterpenoid, (4R,7R)-8-carboxy-7,9-dihydroxy-trans-menthane, tentatively, named as zantholic acid along with several known compounds was isolated. Its structure was determined using spectroscopic methods. The cytotoxic activity of zantholic acid against a panel of cancer cell lines was evaluated using the MTT assay. The results show that zantholic acid possesses a selective cytotoxic activity towards breast cancer cell lines. 	zanthoxylum zanthoxyloides zantholic acid
2	Cinnamomum cassia Presl: A Review of Its Traditional Uses, Phytochemistry, Pharmacology and Toxicology.Cinnamomum cassia Presl is a tropical aromatic evergreen tree of the Lauraceae family, commonly used in traditional Chinese medicine. It is also a traditional spice, widely used around the world. This paper summarizes the achievements of modern research on C. cassia, including the traditional uses, phytochemistry, pharmacology and toxicology. In addition, this review also discusses some significant issues and the potential direction of future C. cassia research. More than 160 chemicals have been separated and identified from C. cassia. The main constituents of C. cassia are terpenoids, phenylpropanoids, glycosides, etc. Modern studies have confirmed that C. cassia has a wide range of pharmacological effects, including antitumour, anti-inflammatory and analgesic, anti-diabetic and anti-obesity, antibacterial and antiviral, cardiovascular protective, cytoprotective, neuroprotective, immunoregulatory effects, anti-tyrosinase activity and other effects. However, the modern studies of C. cassia are still not complete and more in-depth investigations need to be conducted in alimentotherapy, health product, toxicity and side effects, and more bioactive components and potential pharmacological effects need to be explored in the future.	c. cassia obesity
4	Development and characterization of immobilized cannabinoid receptor (CB1/CB2) open tubular column for on-line screening.Cannabinoid receptors, CB1 and CB2, are therapeutic targets in the treatment of anxiety, obesity, movement disorders, glaucoma, and pain. We have developed an on-line screening method for CB1 and CB2 ligands, where cellular membrane fragments of a chronic myelogenous leukemia cell line, KU-812, were immobilized onto the surface of an open tubular (OT) capillary to create a CB1/CB2-OT column. The binding activities of the immobilized CB1/CB2 receptors were established using frontal affinity chromatographic techniques. This is the first report that confirms the presence of functional CB1 and CB2 receptors on KU-812 cells. The data from this study confirm that the CB1/CB2-OT column can be used to determine the binding affinities (K(i) values) for a single compound and to screen individual compounds or a mixture of multiple compounds. The CB1/CB2-OT column was also used to screen a botanical matrix, Zanthoxylum clava-herculis, where preliminary results suggest the presence of a high-affinity phytocannabinoid.	CB2 movement disorders
2	Anti-Oxidant and Hepatoprotective Activities of Ziziphus mucronata Fruit Extract Against Dimethoate-Induced Toxicity.OBJECTIVE: The study was carried out to evaluate the hepatoprotective and antioxidant potential of Ziziphus mucronata (ZM) fruit extract. METHODS: The different types of fruit extract were prepared by soaking the dry powdered fruit in different solvents followed by rotary evaporation. Each extract was tested for its phenol content and antioxidant activities. An in vivo study was performed in Sprague- Dawley (SD) rats. Thirty adult male SD rats (aged 21 weeks) were divided into six groups of five rats each and treated as follows: The normal control (NC) received distilled water while the dimethoate control (DC) received 6 mg/kg.bw.day-1 dimethoate dissolved in distilled water. The experimental groups E1, E2, E3, and E0 received dimethoate (6 mg/kg.bw) + ZMFM (100 mg/kg.bw-1), dimethoate (6 mg/kg.bw) + ZMFM (200 mg/kg.bw-1), dimethoate (6 mg/kg.bw) + ZMFM (300 mg/kg.bw-1), and ZMFM (300 mg/kg.bw-1) only. Both the normal control and the dimethoate control groups were used to compare the results. After 90 days, rats were sacrificed, blood was collected for biochemical assays, and livers were harvested for histological study. RESULTS: High phenol content was estimated, and 2, 2- diphenyl-1-picryl hydrazyl radical (DPPH) spectrophotometric, thin layer chromatography (TLC) and 2, 2-Azobis-3-ethyl benzothiazoline-6-sulphonic acid (ABTS) assays showed a high antioxidant activity among the extracts. The preventive effects observed in the E1, E2 and E3 groups proved that the extract could prevent dimethoate toxicity by maintaining normal reduced glutathione (GSH), vitamin C and E, superoxide dismutase, catalase, cholineasterase and lipid profiles. The preventive effect was observed to be dose dependent. The EO group showed no extractinduced toxicity. Histological observations agreed with the results obtained in the biochemical studies. CONCLUSION: The study demonstrated that ZM methanol fruit extract is capable of attenuating dimethoate-induced toxicity because of its high antioxidant activity.	ziziphus mucronata toxicity
1	2'-Hydroxycinnamaldehyde targets low-density lipoprotein receptor-related protein-1 to inhibit lipopolysaccharide-induced microglial activation.2'-Hydroxycinnamaldehyde (HCA) isolated from the stem bark of Cinnamomum cassia and its derivative 2'-benzoyloxycinnamaldehyde (BCA) were reported to have anti-angiogenic, anti-proliferative, and anti-inflammatory effects in several human cancer cells and RAW 264.7 macrophage cells. However, effects of HCA/BCA on the neuroinflammation have not been investigated. In the present study, a potential anti-neuroinflammatory effect of HCA/BCA was assessed in lipopolysaccharide (LPS)-stimulated microglial cultures and microglia/neuroblastoma cocultures. Nitric oxide production, inflammatory gene expression, and signaling pathways were investigated. HCA/BCA significantly decreased the production of nitric oxide and tumor necrosis factor-alpha (TNF-alpha) in microglial cells. HCA/BCA also attenuated the expression of inducible nitric oxide synthase (iNOS) and pro-inflammatory cytokines such as interleukin-1beta (IL-1beta) and TNF-alpha at mRNA level via blockade of ERK, JNK, p38 MAPK, and NF-kappaB activation. Moreover, HCA/BCA was neuroprotective by reducing microglia-mediated neuroblastoma cell death in a microglia-neuroblastoma co-culture. Affinity chromatography and LC-MS/MS analysis identified low-density lipoprotein receptor-related protein 1 (LRP1) as a potential molecular target of HCA in microglial cells. Based on the studies using the receptor-associated protein (RAP) that blocks a ligand binding to LRP1 and the siRNA-mediated LRP1 gene silencing, we were able to conclude that HCA inhibited LPS-induced microglial activation via LRP1. Our results suggest that HCA/BCA be anti-inflammatory and neuroprotective in the CNS by targeting LRP1, and may have a therapeutic potential against neuroinflammatory diseases.	cinnamomum cassia BCA
1	Fumigant activity of plant essential oils and components from Schizonepeta tenuifolia against Lycoriella ingenua (Diptera: Sciaridae).Plant essential oils from 21 plant species were tested for their insecticidal activities against larvae of Lycoriella ingenua Dufour (Diptera: Sciaridae) by using a fumigation bioassay. Good insecticidal activity against larvae of L. ingenua was achieved with essential oils of Acorus gramineus Solander, Schizonepeta tenuifolia Briquet, and Zanthoxylum piperitum De Candolle at 25 microg/ml air. S. tenuifolia oil showed the most potent insecticidal activity among the plant essential oils. At 12.5 microg/ml air concentration, S. tenuifolia oil caused 96.6% mortality, but mortality decreased to 60% at 3.125 microg/ml air. Analysis by gas chromatography-mass spectrometry led to identification of three major compounds from S. tenuifolia oil. These three compounds were tested individually for their insecticidal activities against larvae of L. ingenua and compared with the toxicity of dichlorvos. Pulegone was the most toxic, followed by menthone and limonene with LC50 values of 1.21, 6.03, and 15.42 microg/ml, respectively. LC50 of dichlorvos was 8.13 microg/ml. Effects of S. tenuifolia and its components on growth of Pleurotus ostreatus (Jacq. ex Fr.) Kummer also were investigated.	s. tenuifolia essential oils
1	Jubanines F-J, cyclopeptide alkaloids from the roots of Ziziphus jujuba.Five Ib-type cyclopeptide alkaloids, jubanines F-J (1-5), and three known compounds, nummularine B (6), daechuine-S3 (7), and mucronine K (8) were isolated from the roots of Ziziphus jujuba. Their structures were fully characterized by spectroscopic analyses in combination with chemical derivatization. Compounds 1-3, and 6 were evaluated for their antiviral activity against the porcine epidemic diarrhea virus (PEDV). Compounds 2, 3, and 6 showed potent inhibitory effects on PEDV replication. 	ziziphus jujuba daechuine
1	Total flavones of Abelmoschus manihot improve diabetic nephropathy by inhibiting the iRhom2/TACE signalling pathway activity in rats.CONTEXT: Total flavones extracted from Abelmoschus manihot L. (Malvaceae) medic (TFA) have been proven clinically effective at improving renal inflammation and glomerular injury in chronic kidney disease (CKD). OBJECTIVE: This study evaluated the function of TFA as an inhibitor of iRhom2/TACE (tumour necrosis factor-alpha converting enzyme) signalling and investigated its anti-DN (diabetic nephropathy) effects in a DN rat model. MATERIALS AND METHODS: In vitro, cells were treated with 200 mug/mL advanced glycation end products (AGEs), and then co-cultured with 20 mug/mL TFA for 24 h. Real time PCR, western blotting and co-immunoprecipitation assays were performed. In vivo, DN was induced in 8 week old male Sprague-Dawley rats via unilateral nephrectomy and intraperitoneal injection of streptozotocin, then TFA were administered to rats by gavage for 12 weeks at three different doses (300, 135 and 75 mg/kg/d). 4-Phenylbutanoic acid (2.5 mg/kg/d) was used as a positive control. RESULTS: IC50 of TFA is 35.6 muM in HK2 and 39.6 muM in HRMC. TFA treatment (20 muM) inhibited the activation of iRhom2/TACE signalling in cultured cells induced by AGEs. LD50&gt;26 g/kg and ED50=67 mg/kg of TFA in rat by gavage, TFA dose-dependently downregulated the expression of proinflammatory cytokines and exerted anti-inflammatory effects significantly though inhibiting the activation of iRhom2/TACE signalling. DISCUSSION AND CONCLUSIONS: Our results show that TFA could dose-dependently ameliorate renal inflammation by inhibiting the activation of iRhom2/TACE signalling and attenuating ER stress. These results suggest that TFA has potential therapeutic value for the treatment of DN in humans.	abelmoschus manihot flavones
2	Identification of three competitive inhibitors for membrane-associated, Mg2+-dependent and neutral 60 kDa sphingomyelinase activity.Methanol extracts of domestic plants of Korea were evaluated as a potential inhibitor of neutral pH optimum and membrane-associated 60 kDa sphingomyelinase (N-SMase) activity. In this study, we partially purified N-SMase from bovine brain membranes using ammonium sulfate. It was purified approximately 163-fold by the sequential use of DE52, Butyl-Toyopearl, DEAE-Cellulose, and Phenyl-5PW column chromatographies. The purified N-SMase activity was assayed in the presence of the plant extracts of three hundreds species. Based on the in vitro assay, three plant extracts significantly inhibited the N-SMase activity in a time- and concentration-dependent manner. To further examine the inhibitory pattern, a Dixon plot was constructed for each of the plant extracts. The extracts of Abies nephrolepis, Acer tegmentosum, and Ginkgo biloba revealed a competitive inhibition with the inhibition constant (Ki) of 11.9 microg/ mL, 9.4 microg/mL, and 12.9 microg/mL, respectively. These extracts also inhibited in a dose-dependent manner the production of ceramide induced by serum deprivation in human neuroblastoma cell line SH-SY5Y.	acer tegmentosum neuroblastoma
1	Production of Abrus pulchellus ribosome-inactivating protein from seeds callus culture.Ribosome inactivating proteins (RIPs) were isolated from callus culture that were established from seed explants of Abrus pulchellus. Cotyledon segments of immature seeds were inoculated in basal medium MS supplemented with different concentrations of auxin (2,4-D), citokinin (kinetin and BA) and sucrose in order to determine the best callus induction. A. pulchellus type 2 RIP (pulchellin) expression was monitored in callus cultures by RT-PCR and biological activity. The calli obtained after 35 days were freeze dried, macerated and submitted to extraction of total RNA and proteins (0.1 M Tris-HCl pH 7.6 buffer, containing 0.15 M NaCl, 3 h at room temperature). A specific DNA fragment codifying the A-chain pulchellin was amplified from callus RNA suggesting the presence of the protein. This was confirmed in the calli crude extract that showed haemagglutinating activity against rabbit blood cells and a high intraperitoneal toxicity to mice. The crude extract was also submitted to affinity chromatography on a Sepharose-4B column. The retained protein, peak released by 0.1 M galactose, appeared to be composed of two main bands in polyacrylamide gel electrophoresis, in denaturating conditions, with a similar pattern to that obtained with seeds.	a. sativum diallyl tri- and disulfide
1	Variability of phenolic and alkaloid content in different plant parts of Carissa edulis Vahl and Zanthoxylum chalybeum Engl.OBJECTIVE: The objective of the study was to investigate the relative abundance and effect of post-harvest treatment on total phenolics (TP) and total alkaloids in the leaves and bark of Carissa edulis and Zanthoxylum chalybeum, which would give an indication of the suitability of leaves as alternative sources of medicine in these plant species. RESULTS: Results indicated higher levels of total phenolics than total alkaloids in both of the species under both freezing and air drying conditions. While more alkaloids were found in leaves compared to bark, there was no difference in abundance of phenols between the plant parts of both species. Air drying preserved more TPs than freezing and the opposite was true for alkaloids. For sustainability, leaves are recommended as an alternative source of medicine instead of the preferred root or stem bark. However, the choice of whether to dry or freeze will depend on the specific compound of interest. Assessment of spatial variability of medicinal properties is highly recommended.	zanthoxylum chalybeum phenols
1	Protective effects of cinnamic acid and cinnamic aldehyde on isoproterenol-induced acute myocardial ischemia in rats.ETHNOPHARMACOLOGICAL RELEVANCE: Cinnamomum cassia is a well-known traditional Chinese herb that is widely used for the treatment of ischemic heart disease (IHD). It has favorable effects, but its mechanism is not clear. To investigate the effects of cinnamic aldehyde (CA) and cinnamic acid (CD) isolated from Cinnamomum cassia against myocardial ischemia produced in rats by isoproterenol (ISO). MATERIALS AND METHODS: Ninety male Sprague-Dawley rats were randomized equally to nine groups: a control group, an untreated model group, CA (22.5, 45, 90 mg/kg) or CD (37.5, 75, 150 mg/kg) treatment, or propranolol (30 mg/kg). Rats were treated for 14 days and then given ISO, 4 mg/kg for 2 consecutive days by subcutaneous injection. ST-segment elevation was measured after the last administration. Serum levels of creatine kinase (CK), lactate dehydrogenase (LDH), tumor necrosis factor-alpha (TNF-alpha), interleukin-6 (IL-6), nitric oxide (NO), and blood rheology were measured after the rats were sacrificed. The hearts were excised for determining heart weight index, microscopic examination, superoxide dismutase (SOD) and malondialdehyde (MDA) measurements. RESULTS: CA and CD decreased the ST elevation induced by acute myocardial ischemia, decreased serum levels of CK-MB, LDH, TNF-alpha and IL-6, and increased serum NO activity. CA and CD increased SOD activity and decreased MDA content in myocardial tissue. CONCLUSION: CA and CD were cardioprotective in a rat model of ischemic myocardial injury. The protection was attributable to anti-oxidative and anti-inflammatory properties, as well as increased NO. The results support further study of CA and CD as potential treatments for ischemic heart disease.	cinnamomum cassia cinnamic acid
1	Response to Comment on Effect of drying of jujubes (Ziziphus jujuba Mill.) on the contents of sugars, organic acids, alpha-tocopherol, beta-carotene, and phenolic compounds.	ziziphus jujuba mill sugars
1	[Study on the alkaloids from the stem of Zanthoxylum dissitum].OBJECTIVE: To study the alkaloids from the stems of Zanthoxylum dissitum. METHODS: Added ammonia to the 0.5% HCl extract solution of the plants until the pH was 11 to collect the total alkaloids. Using the chromatography of alumina and silica gel to separate the alkaloids. According to the physicochemical properties and spectral analysis to elucidate the structures of the constitutes. RESULTS: Four compounds were isolated and identified as nitidine (I), sanguinarine (II), zanthobungeanine (III), dictamnine (IV). CONCLUSION: Besides dictamnine, three others are isolated from the rhizome of the plant for the first time.	zanthoxylum dissitum zanthobungeanine
1	Composition of essential oils from seeds of Abies koreana.The essential oils from seeds of nine Abies koreana specimens have been studied using GC-MS-FID and NMR methods, leading to the determination of 96 volatiles, which constituted over 99% of the oils. The hydrodistilled oils of fresh, resinous scent were isolated with yields in the range of 3.8-8.5%. The results showed that the essential oil of Korean fir seeds contained 70-95% monoterpenes and 1-20% oxygenated monoterpenes as the dominant groups. The numerous sesquiterpenes, diterpenes and their oxygenated derivatives constituted only 2-8% of the oil. The major component of the seed essential oil was limonene (41-72 g/100g); the laevorotary form of this terpene predominated. A. koreana seeds seem to be a rich source of both essential oil and (-)-limonene, whose average enantiomeric excess was above 95%.	a. koreana sesquiterpenes
3	A case of abrin toxin poisoning, confirmed via quantitation of L-abrine (N-methyl-L-tryptophan) biomarker.INTRODUCTION: The seeds of Abrus precatorius contain the highly toxic plant protein abrin. There is no antidote for abrin poisoning. Management, largely supportive, may consist of administering intravenous fluids, anti-emetics, and activated charcoal depending on the time of exposure. We report the presentation of a single case of unintentional abrin poisoning confirmed by the quantitation of L-abrine biomarker. CASE REPORT: A previously healthy 22-month-old, 11.5-kg female presented to the hospital after ingesting approximately 20 rosary peas (A. precatorius) sold as a "peace bracelet". Her primary manifestations were episodes of forceful emesis that included food particles progressing to clear gastric fluid. The patient was tachycardic (HR = 134 bpm) but had brisk capillary refill and normal blood pressure (96/60 mmHg). Laboratory testing revealed elevated blood urea nitrogen (16 mg/dL) and serum creatinine (0.4 mg/dL). In the emergency department, the patient was resuscitated with 40 mL/kg normal saline via peripheral IV and received ondansetron (0.15 mg/kg IV) to control retching. The patient was discharged well 24 h after the ingestion. DISCUSSION: This is the first case of human abrin toxin poisoning confirmed by the quantitation of L-abrine as a biomarker. Quantifying the levels of abrin toxin in the body after exposure can help clinicians make informed decisions when managing patients with symptomatic exposures to seeds of A. precatorius.	L-abrine poisoning
1	Comparison on the fatty acid profiles of liver, subcutaneous fat and muscle from feedlot steers finished on diets supplemented with or without cinnamaldehyde or monensin.BACKGROUND: Cinnamaldehyde (CIN) is the main active component of cinnamon (Cinnamomum cassia) oil and has been tested as alternative feed additive in cattle production. Little information was available on the effect of dietary CIN in comparison to monensin (MO) on beef fatty acid (FA) profile. This study analyzed FA profiles of liver, subcutaneous fat and pars costalis diaphragmatis (PCD) muscle obtained from steers (n = 70) finished on diets: control, a barley grain-silage feedlot diet; 330 mg/head.day MO; and 400, 800 or 1600 mg/head.day CIN treatments. RESULTS: Inclusion of MO or CIN did not affect total saturated, unsaturated, polyunsaturated FA and individual FA in the various tissues with exceptions that proportion of palmitic acid in PCD muscle was increased by 800 mg/steer.day CIN (P &lt; 0.05). There were positive correlations (P &lt; 0.05) on oleic, linoleic, conjugated linoleic acid (CLA)-c9,t11 and 18:1-t10 between the subcutaneous fat and PCD muscle, and on alpha-linolenic acid, CLA-c9,t11 and 18:1-t10 between PCD muscle and liver, whereas correlations on the FA between the subcutaneous fat and liver were not significant except for 18:1-t10 (P &lt; 0.01). CONCLUSION: The results indicate that the supplementation of CIN and MO to feedlot diet has limited effect on beef FA profiles.	cinnamomum cassia Cinnamaldehyde
